Subject,Number,Course_Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_gpa
FSHN,442,HM Skills and Applications,39,43,19,9,5,5,1,3,1,0,0,0,1,0,3.7
FSHN,443,Management of Fine Dining,5,6,4,5,2,1,0,0,0,0,0,0,0,0,3.65
FSHN,450,Dietetics: Professional Issues,9,54,3,0,7,1,0,0,0,0,0,0,0,0,3.87
FSHN,460,Food Processing Engineering,11,215,26,18,61,3,2,28,6,0,3,2,0,1,3.52
FSHN,461,Food Processing I,65,221,53,81,45,49,21,18,3,6,1,1,1,0,3.49
FSHN,462,Food Processing II,8,18,20,25,11,4,2,0,0,1,0,0,0,0,3.49
FSHN,464,Beverage Science & Technology,0,24,0,4,0,0,0,1,0,0,0,0,0,0,3.84
FSHN,465,Principles of Food Technology,13,29,6,8,1,0,1,1,0,0,1,0,0,0,3.75
FSHN,466,Food Product Development,0,243,25,62,20,1,0,0,0,0,0,0,0,0,3.8
FSHN,469,Package Engineering,13,234,21,19,10,3,0,1,0,0,0,0,2,1,3.84
FSHN,471,Food & Industrial Microbiology,70,412,118,93,141,52,39,43,23,5,6,2,3,0,3.44
FSHN,472,Sanitation in Food Processing,1,25,0,9,5,0,3,4,0,0,0,0,2,0,3.35
FSHN,480,Basic Toxicology,2,89,4,0,79,0,0,18,0,0,1,0,1,0,3.36
FSHN,499,Beverage Science & Technology,7,12,0,3,1,0,0,0,0,0,0,0,0,0,3.87
FSHN,499,Ingredient Technology,4,50,0,2,3,1,1,1,0,0,0,0,0,0,3.85
FSHN,514,Advanced Food Chemistry,0,40,0,3,3,0,0,0,0,0,0,0,0,0,3.89
FSHN,517,Fermented &Distilled Beverages,3,27,27,20,4,3,0,0,0,0,0,0,0,0,3.64
FSHN,518,Chemistry of Lipids in Foods,6,12,2,1,0,0,0,0,0,0,0,0,0,0,3.94
FSHN,519,Flavor Chemistry and Analysis,8,31,0,1,0,0,0,0,0,0,0,0,0,0,3.98
FSHN,573,Advanced Food Microbiology,5,32,10,4,0,0,0,0,0,0,0,0,0,0,3.88
FSHN,595,Current Issues in Food Safety,12,11,3,3,2,0,1,0,0,0,0,0,0,0,3.79
FSHN,595,Fd Safety for Glbl Fd Security,15,17,1,2,1,0,0,0,0,0,0,0,0,0,3.93
FSHN,595,Flavor Chemistry,4,30,0,0,0,1,0,0,0,0,0,0,0,0,3.96
FSHN,595,Graduate Food Chemistry,0,134,0,8,7,1,0,0,0,0,0,0,0,0,3.91
FSHN,595,Nutr for Food Scientists,2,15,2,2,0,0,0,0,0,0,0,0,0,0,3.9
FSHN,595,Nutrition for Food Scientists,20,59,14,7,1,1,0,0,0,0,0,0,0,0,3.89
FSHN,595,Water Relation in Foods,4,16,4,3,3,0,0,0,0,0,0,0,0,0,3.79
FSHN,595,Water Relations in Foods,8,10,3,0,0,0,0,1,0,0,0,0,0,0,3.86
GCL,124,Sustainable Earth,5,3,11,1,3,1,0,0,1,0,0,0,0,0,3.56
GCL,125,Experiential Anatomy,1,5,3,6,1,3,1,0,1,0,1,0,2,0,2.96
GCL,126,Urban Sustainability,0,13,3,2,0,1,0,0,0,0,2,0,0,0,3.54
GCL,129,Designing with Water,0,5,10,2,7,1,0,0,0,0,0,0,0,0,3.48
GCL,143,Mapping Inequalities,19,23,1,0,0,0,0,2,0,0,0,0,1,0,3.82
GCL,145,IASJA:Black Music&Soc Justice,0,12,5,1,5,0,0,0,0,0,0,0,0,0,3.68
GCL,148,Cultures of Disability,0,18,0,1,1,1,0,2,0,0,0,0,0,0,3.7
GCL,185,"Health, Wellness, & Black Exp",0,17,2,2,1,0,0,1,0,0,0,0,0,0,3.78
GCL,186,Death & Dying,0,13,0,1,7,1,0,1,0,0,0,0,1,0,3.38
GCL,187,"Morality, Methods, & Medicine",2,11,3,3,1,2,0,0,0,0,0,0,0,0,3.7
GCL,188,IAHSL: Global Epidemics,6,13,2,2,0,0,0,0,0,0,0,0,1,0,3.75
GCL,199,Interdisc Approaches Life Sci,0,19,0,0,3,0,0,2,0,0,0,0,0,0,3.71
GCL,200,Frameworks for Inequality,2,34,13,9,7,2,1,2,0,1,1,0,0,0,3.56
GCL,210,Frameworks for Sustainability,1,4,6,2,3,2,0,0,1,0,1,1,0,0,3.16
GE,100,Introduction to ISE,104,46,24,0,4,5,0,0,0,0,0,0,2,0,3.86
GE,101,Engineering Graphics & Design,1,5,2,2,6,4,1,0,0,0,0,0,0,0,3.29
GE,161,Business Side of Engineering,21,253,31,10,214,13,5,118,1,0,47,0,20,7,2.99
GE,261,Business Side of Engineering,0,236,0,0,157,0,0,68,0,0,24,0,24,4,3.07
GE,310,General Engineering Design,17,131,134,113,95,43,28,19,9,2,0,1,4,0,3.32
GE,311,Engineering Design Analysis,34,114,58,49,130,38,30,59,9,2,12,5,2,0,3.1
GE,312,Instrumentation and Test Lab,70,108,44,79,103,42,37,36,1,4,6,4,6,1,3.2
GE,320,Control Systems,38,113,93,66,98,48,26,37,13,1,7,1,8,0,3.19
GE,330,OR Methods for Profit & Value,3,18,20,14,17,14,4,1,0,0,0,0,0,1,3.3
GE,331,Analyt Methods for Uncertainty,1,17,17,20,20,24,11,17,11,3,9,1,6,1,2.64
GE,361,Emotional Intelligence Skills,6,128,116,76,30,8,3,6,1,3,2,0,7,1,3.5
GE,400,Engineering Law,17,272,297,165,75,32,13,6,2,0,4,0,3,1,3.56
GE,402,Comp-Aided Product Realization,0,14,12,11,7,2,0,0,0,0,0,0,0,0,3.54
GE,410,Component Design,16,64,33,33,48,16,24,8,5,1,2,1,2,0,3.25
GE,413,Engrg Design Optimization,5,25,6,10,5,6,1,8,0,1,5,1,2,0,3.09
GE,420,Digital Control Systems,13,7,9,4,2,5,2,3,4,0,0,0,0,0,3.33
GE,422,Robot Dynamics and Control,4,15,13,11,22,12,8,6,3,0,1,0,0,0,3.11
GE,423,Mechatronics,14,129,24,6,16,4,2,3,1,0,0,0,1,1,3.74
GE,424,State Space Design for Control,49,101,110,79,81,85,17,35,13,4,6,3,3,1,3.2
GE,450,Decision Analysis I,22,176,83,30,47,15,5,7,1,0,0,0,0,0,3.64
GE,494,Senior Engineering Project I,17,111,18,4,8,0,0,0,0,0,0,0,0,0,3.89
GE,495,Senior Engineering Project II,165,581,93,28,32,4,0,3,1,0,1,0,0,0,3.89
GE,530,Multiattribute Decision Making,3,13,2,4,0,0,0,0,0,0,0,0,0,0,3.85
GEOG,101,Geog of Developing Countries,100,450,686,432,336,194,105,83,36,20,17,11,46,6,3.25
GEOG,101,Global Development&Environment,120,105,90,69,47,38,11,14,13,3,4,4,3,2,3.42
GEOG,103,Earth's Physical Systems,64,202,65,69,140,28,20,29,9,4,7,5,27,1,3.23
GEOG,104,Social and Cultural Geography,3,134,8,110,150,3,32,48,1,0,16,0,4,0,3.12
GEOG,105,The Digital Earth,30,114,77,46,59,29,13,25,18,8,4,3,12,3,3.16
GEOG,106,Geographies of Globalization,159,424,265,136,97,86,49,40,24,8,12,10,30,3,3.38
GEOG,110,Geography of Intl Conflicts,194,404,342,314,269,142,68,53,28,23,20,11,34,4,3.28
GEOG,204,Cities of the World,32,112,128,116,97,47,40,39,9,6,13,2,3,0,3.19
GEOG,205,Business Location Decisions,27,27,22,12,12,11,5,5,2,0,1,0,2,0,3.4
GEOG,210,Contemp Social & Env Problems,15,137,41,40,128,34,26,37,3,3,16,4,7,1,3.11
GEOG,210,Social & Environmental Issues,12,41,41,44,28,13,6,10,2,0,3,1,3,0,3.28
GEOG,221,Geographies of Global Conflict,0,25,21,32,19,9,5,7,7,0,2,0,0,0,3.18
GEOG,222,Big Rivers of the World,10,12,9,12,9,2,3,1,0,0,0,0,1,0,3.43
GEOG,310,Political Geography,0,14,15,7,21,8,4,0,0,0,0,0,2,1,3.17
GEOG,350,Sustainability and the City,0,6,0,21,2,0,0,0,0,0,0,0,0,0,3.45
GEOG,371,Spatial Analysis,1,36,8,15,29,4,7,12,3,1,3,2,4,1,2.98
GEOG,379,Intro to GIS Systems,60,95,91,68,46,42,24,19,12,8,5,2,20,3,3.15
GEOG,379,Introduction to GIS,23,126,100,73,84,39,27,35,18,9,8,6,18,3,3.07
GEOG,380,GIS II: Spatial Prob Solving,11,26,17,5,7,3,6,1,3,0,3,0,0,0,3.41
GEOG,384,Population Geography,1,1,5,6,3,3,0,1,1,0,0,0,0,0,3.19
GEOG,406,Fluvial Geomorphology,6,24,6,4,16,6,2,7,1,0,1,0,4,0,3.13
GEOG,410,Geography of Dev and Underdev,2,4,11,3,2,2,1,0,0,0,0,0,1,0,3.38
GEOG,410,Green Development,13,8,3,1,0,0,0,0,0,0,0,0,4,0,3.39
GEOG,412,Geospatial Tech & Society,1,16,5,1,2,1,0,0,0,0,0,0,2,0,3.51
GEOG,438,Geography of Health Care,0,22,9,7,10,1,2,0,0,0,0,0,0,0,3.56
GEOG,440,Business Applications of GIS,7,14,4,2,2,0,0,0,0,0,0,0,1,0,3.71
GEOG,455,Geog of Sub-Saharn Africa,2,18,10,14,10,0,0,0,0,0,0,0,0,0,3.58
GEOG,465,Transp and Sustainability,1,41,17,5,7,6,4,0,2,0,0,0,0,0,3.57
GEOG,466,Environmental Policy,1,40,26,15,16,4,3,3,2,0,1,0,3,0,3.38
GEOG,468,Biological Modeling,46,27,11,2,1,4,2,1,0,0,0,0,1,0,3.78
GEOG,473,Digital Cartography & Map Dsgn,5,35,8,0,2,0,1,0,0,0,2,0,2,0,3.63
GEOG,476,Applied GIS to Environ Studies,0,23,6,1,1,0,0,0,0,0,0,0,0,0,3.88
GEOG,477,Introduction to Remote Sensing,7,14,1,5,5,3,4,6,3,1,2,2,1,0,2.93
GEOG,479,Advanced Geog Info Systems,15,17,10,5,4,0,0,0,0,0,0,2,3,0,3.48
GEOG,479,CyberGIS,4,21,6,4,3,7,0,0,0,0,0,0,1,1,3.47
GEOG,479,Web & Mobile GIS Development,9,4,5,0,0,1,0,1,0,0,1,0,0,1,3.45
GEOG,480,Principles of GIS,1,18,15,11,6,1,0,0,1,0,0,0,0,0,3.58
GEOG,481,Intl Environ Cooperation,0,6,21,8,6,2,0,1,1,0,0,0,0,0,3.44
GEOG,483,Urban Geography,0,21,0,61,2,0,0,1,0,0,2,0,0,0,3.42
GEOG,489,Programming for GIS,25,12,2,2,1,0,2,0,0,0,0,1,1,0,3.7
GEOL,100,Planet Earth,232,376,381,385,260,276,156,108,72,51,29,25,63,14,3.07
GEOL,101,Introductory Physical Geology,2,5,6,3,4,2,1,1,1,0,0,0,0,0,3.33
GEOL,103,Planet Earth QRII,12,46,51,16,64,24,10,12,12,4,7,2,8,0,3.02
GEOL,104,Geology of the National Parks,13,34,10,6,16,3,2,4,2,0,2,0,0,0,3.46
GEOL,107,Physical Geology,2,47,48,42,36,24,11,7,2,2,2,1,2,0,3.24
GEOL,110,Exploring Geology in the Field,24,7,7,4,1,0,0,1,0,0,0,0,0,0,3.82
GEOL,111,Emergence of Life,106,107,83,68,53,39,26,26,16,10,8,11,68,0,2.92
GEOL,117,The Oceans,97,212,224,203,193,144,78,72,34,23,22,13,52,7,3.01
GEOL,118,Natural Disasters,603,788,822,862,715,570,414,316,203,140,81,60,114,18,3.04
GEOL,143,History of Life,9,39,90,88,65,51,23,19,6,0,2,0,6,1,3.13
GEOL,208,History of the Earth System,4,33,43,34,38,30,12,8,9,5,2,1,4,0,3.06
GEOL,380,Environmental Geology,40,34,41,12,10,7,2,0,0,0,0,1,0,0,3.68
GEOL,401,Geomorphology,0,18,13,13,17,16,3,3,0,2,3,0,0,2,3.06
GEOL,411,Structural Geol and Tectonics,13,46,39,32,46,36,6,22,12,2,7,1,3,6,2.98
GEOL,415,Field Geology,0,9,11,1,20,3,0,0,0,0,0,0,0,0,3.36
GEOL,417,"Geol Field Methods, Western US",0,0,2,8,8,14,4,0,0,0,0,0,0,0,2.91
GEOL,432,Mineralogy and Mineral Optics,0,8,12,8,19,15,14,6,7,2,3,3,3,2,2.58
GEOL,436,Petrology and Petrography,0,7,6,5,11,5,8,4,3,0,1,0,0,0,2.91
GEOL,440,Sedimentology and Stratigraphy,3,34,41,37,40,23,8,11,3,1,3,0,2,1,3.15
GEOL,452,Introduction to Geophysics,4,3,5,1,3,3,1,2,0,0,0,0,0,0,3.32
GEOL,470,Introduction to Hydrogeology,37,69,32,26,17,19,6,4,7,1,7,1,5,1,3.33
GEOL,497,Earth Science for Teachers,0,9,0,0,15,0,0,0,0,0,0,0,0,0,3.38
GEOL,497,"Water Planet, Water Crisis",0,14,6,4,3,3,0,0,0,0,0,0,0,0,3.61
GEOL,512,Geotectonics,1,10,5,2,2,1,0,0,0,0,0,0,0,0,3.7
GER,101,Beginning German I,66,218,128,85,80,40,24,21,12,2,6,4,18,1,3.35
GER,102,Beginning German II,29,113,86,77,53,46,24,25,13,2,3,0,10,7,3.19
GER,103,Intermediate German I,36,128,56,61,72,32,23,20,16,9,15,4,9,0,3.15
GER,104,Intermediate German II,5,19,7,12,11,2,4,1,2,0,1,1,1,0,3.28
GER,201,German Popular Culture,4,48,25,38,22,11,3,0,1,1,0,0,3,0,3.41
GER,205,Germany and Europe,1,13,21,15,13,1,1,1,0,0,0,0,1,0,3.42
GER,250,Grimms' Fairy Tales - ACP,7,65,22,10,10,4,1,0,1,0,0,0,0,0,3.72
GER,250,Grimms' Fairy Tales in Context,29,125,72,30,42,5,3,6,0,0,2,1,1,0,3.61
GER,251,Grimm's Fairy Tales in Context,32,125,52,24,23,9,5,8,4,2,3,0,4,0,3.55
GER,260,The Holocaust in Context,0,4,6,4,5,2,0,0,0,0,0,0,0,0,3.41
GER,260,The Holocaust in Context - ACP,3,53,25,17,7,2,6,3,0,1,0,0,4,1,3.44
GER,270,Sexuality and Literature,10,77,23,9,11,4,5,3,0,2,4,0,0,1,3.56
GER,420,German Cultural History,1,15,3,2,0,0,0,0,0,1,0,0,0,0,3.77
GER,465,Ling Structures of German,3,11,4,0,2,1,1,0,1,0,0,0,0,0,3.62
GER,493,German Cinema I,1,7,7,5,2,1,2,0,0,0,0,0,0,0,3.51
GER,494,German Cinema II,0,8,8,1,1,2,0,0,0,0,0,0,1,0,3.48
GLBL,100,Intro to Glbl Stds Crossroads,16,29,15,6,7,2,2,1,1,1,0,0,4,0,3.46
GLBL,100,Intro to Global Studies,200,491,246,139,126,40,33,25,12,9,7,7,27,1,3.51
GLBL,100,Intro to Global Studies-Honors,2,5,7,3,5,0,0,1,0,0,0,1,1,0,3.25
GLBL,199,Europe in Trouble,6,7,3,0,2,0,0,1,0,0,0,1,1,0,3.41
GLBL,199,Global Health,4,7,3,3,2,0,2,0,0,0,0,0,0,0,3.6
GLBL,200,Foundations of Research,1,9,7,2,1,2,1,0,0,0,0,0,0,0,3.61
GLBL,220,Governance,4,6,3,2,3,1,0,4,1,1,0,0,3,0,2.87
GLBL,225,Career Development:Internships,0,34,3,3,1,0,0,0,0,1,0,0,0,2,3.67
GLBL,240,Global Health,62,24,17,17,10,1,7,1,0,2,3,0,2,0,3.56
GLBL,250,Development,16,14,4,4,5,2,0,0,0,0,0,0,0,0,3.74
GLBL,270,Intro Global Markets & Society,1,18,4,3,4,0,0,0,0,0,0,0,0,0,3.76
GLBL,296,Causes of Civil Conflict,3,11,6,1,3,0,0,0,1,0,0,0,1,0,3.54
GLBL,296,Children's Rights,0,17,0,1,3,0,0,1,0,0,0,0,0,0,3.74
GLBL,296,Consequences of Civil Conflict,0,13,3,2,3,0,0,0,0,0,0,0,2,0,3.42
GLBL,296,Criminalization of the Poor,1,17,7,1,0,0,0,0,0,0,0,0,0,0,3.88
GLBL,296,Culture and Economics...,0,8,9,2,1,0,1,1,0,0,0,0,2,0,3.29
GLBL,296,Current Conflict Mexico/US Bdr,3,3,1,5,3,0,3,1,0,0,1,3,0,0,2.84
GLBL,296,Dealing with Dictators:,2,3,4,6,6,0,2,1,0,0,0,0,0,0,3.31
GLBL,296,Economic Inequality & Democrat,4,5,5,3,3,1,0,2,2,0,0,0,1,0,3.21
GLBL,296,Film and the Global Audience,3,2,8,7,3,2,0,0,0,0,0,0,0,0,3.48
GLBL,296,Food & Globalization,2,50,0,0,0,0,2,0,0,0,0,0,2,0,3.8
GLBL,296,Food and Globalization,0,23,5,2,0,0,0,0,0,0,0,0,0,1,3.77
GLBL,296,GLBL Issues of Oil Dependence,0,11,4,2,4,0,0,0,0,0,0,0,0,0,3.68
GLBL,296,Glbl Mass Incarceration,1,11,11,2,3,0,0,0,0,0,0,0,0,0,3.71
GLBL,296,Global Approaches to Urban...,0,10,18,12,2,0,2,0,2,0,0,0,0,0,3.48
GLBL,296,Global Peace Operations,0,5,3,4,6,1,1,0,0,0,1,0,0,0,3.25
GLBL,296,Global Politics of African ...,0,4,5,1,2,3,3,2,1,0,0,0,1,0,2.92
GLBL,296,Global Politics of African...,0,6,4,2,6,2,0,0,2,1,0,0,0,0,3.19
GLBL,296,Human Rights in a Global .....,4,4,16,8,10,0,0,0,0,0,0,0,0,0,3.51
GLBL,296,International Human Rights,0,7,7,5,2,1,1,0,0,0,0,0,0,0,3.54
GLBL,296,Intl Humanitarian Intervention,40,27,3,5,2,0,0,0,0,0,0,0,3,1,3.72
GLBL,296,Moral Philosophy & Immigration,3,8,5,2,1,0,1,0,1,0,0,0,0,0,3.62
GLBL,296,Multinational Corporations:,0,24,11,6,5,0,0,1,0,0,0,0,0,0,3.69
GLBL,296,NGO's and Development,0,12,9,1,0,1,0,1,0,0,0,0,0,0,3.71
GLBL,296,NGOs and Development,0,9,4,5,3,1,0,1,0,0,1,1,0,0,3.31
GLBL,296,Non-Western Wars and their ...,0,5,3,1,2,3,1,2,0,1,5,0,1,0,2.54
GLBL,296,Peace Operations,0,15,3,7,5,2,4,4,0,0,1,0,1,0,3.17
GLBL,296,People in Motion,9,14,6,5,3,2,3,1,0,1,0,0,1,0,3.45
GLBL,296,Politics of Belonging,8,21,6,6,2,1,0,1,0,0,0,0,0,0,3.75
GLBL,296,Technology & Social Movements,12,7,3,1,0,1,0,0,0,0,0,0,1,0,3.72
GLBL,296,Technology and Social Mvmts,13,25,8,1,2,1,0,1,0,0,0,0,2,0,3.69
GLBL,296,The Politics of Food,4,9,20,8,6,1,0,1,0,0,0,0,0,0,3.56
GLBL,296,The Power of Information .....,7,4,7,5,1,3,0,1,0,0,0,0,0,0,3.55
GLBL,296,The Power of Information....,4,7,2,3,0,0,0,3,0,0,0,1,1,0,3.24
GLBL,296,Transitional Justice/Post-Conf,0,8,11,2,0,1,0,0,0,0,0,0,0,0,3.71
GLBL,296,Truth Commissions in ...,10,28,0,0,0,0,0,0,0,0,0,0,6,0,3.45
GLBL,296,Understanding Global Water Iss,1,16,1,2,3,0,0,0,0,0,1,0,2,1,3.27
GLBL,296,Understanding Natural Res.....,1,6,7,3,1,1,1,0,0,0,0,0,1,0,3.41
GLBL,296,"Water, Human Right&Development",0,11,11,2,0,0,0,0,0,0,0,0,0,0,3.79
GLBL,340,Global Health: Policy & Govern,1,13,0,0,7,0,0,0,0,0,1,0,0,0,3.55
GLBL,350,Poverty in a Global Context,0,40,27,13,7,6,1,1,2,0,1,0,4,1,3.38
GLBL,392,Int Diplomacy and Negotiation,25,42,20,3,31,16,3,11,5,2,7,2,13,1,2.96
GLBL,450,Poverty Interventions and Eval,3,8,3,2,0,2,0,0,0,0,2,0,3,0,3.0
GLBL,494,Research Methods I,5,11,3,0,1,0,0,1,0,0,0,0,1,0,3.64
GLBL,499,In't Diplomacy & Negotiation,8,8,3,2,0,1,0,0,0,0,0,0,2,1,3.37
GRKM,201,Elementary Modern Greek I,18,9,4,1,0,0,0,0,0,0,0,0,3,0,3.6
GRKM,202,Elementary Modern Greek II,5,7,0,3,5,0,1,1,0,0,1,0,0,0,3.41
GS,101,Exploring General Studies,1674,6620,1192,731,773,383,263,302,156,76,109,81,328,20,3.55
GS,198,DGS Honors Seminar,14,32,0,0,1,0,0,0,0,0,0,0,0,0,3.98
GWS,100,Intro Gender & Women's Studies,56,460,314,236,345,164,98,121,54,18,26,27,55,7,3.08
GWS,201,"Race, Gender & Power",11,70,69,21,16,14,6,2,5,0,2,3,2,1,3.44
GWS,202,Sexualities,39,146,82,35,48,20,5,14,5,1,3,1,6,3,3.45
GWS,250,Gender Studies Humanities,0,12,27,10,11,6,1,2,0,0,0,0,3,0,3.27
GWS,250,Gender and Representation,0,20,15,7,7,5,1,0,1,0,0,0,0,0,3.51
GWS,255,"Queer Lives, Queer Politics",12,52,26,11,7,2,1,3,0,1,2,0,1,1,3.58
GWS,295,Beginning Topics GWS,3,8,13,15,6,1,2,2,0,0,0,0,0,0,3.42
GWS,325,Lesbian/Queer Media Cultures,0,12,8,1,0,0,0,0,0,0,0,0,0,0,3.84
GWS,333,Memoir & Autobiography,3,12,0,4,1,0,2,2,0,0,0,0,0,0,3.54
GWS,335,"Film, TV, and Gender",2,56,18,9,9,3,0,4,2,0,0,0,3,2,3.47
GWS,337,Interrogating Masculinities,0,2,6,0,0,4,0,0,0,0,0,0,10,0,1.85
GWS,345,Digital & Gender Cultures,3,30,4,4,6,0,1,5,0,0,0,0,0,0,3.59
GWS,350,Feminist & Gender Theory,3,7,11,2,7,4,3,3,1,0,3,0,1,1,2.96
GWS,350,Intro to Feminist Theory,1,21,7,6,8,1,0,0,2,0,0,0,0,0,3.56
GWS,355,Beauty & Makeovers,0,14,6,1,0,0,0,0,1,0,1,0,1,0,3.5
GWS,363,"Gender, Health & Pop Culture",7,11,28,23,24,22,2,4,0,1,0,0,0,0,3.25
GWS,370,Intro to Queer Studies,2,18,8,2,13,0,3,3,0,0,0,0,0,0,3.43
GWS,370,Queer Theory,8,30,21,15,4,11,2,8,4,0,1,1,13,3,2.89
GWS,378,Fairy Tales & Gender Formation,2,63,54,33,11,8,1,1,0,0,0,0,2,0,3.58
GWS,380,Black Women Hist & Cultures,0,0,3,1,0,4,0,6,7,0,1,1,0,0,2.19
GWS,382,Black Women & Popular Culture,0,0,16,10,10,6,0,2,2,0,0,0,0,2,3.03
GWS,385,Transnational Sexualities,2,23,21,18,5,0,3,0,0,0,1,0,3,0,3.42
GWS,387,History of Sexuality in U.S.,1,41,28,18,9,3,2,0,1,0,2,0,2,1,3.46
GWS,478,"Sex, Power and Politics",0,10,4,3,4,1,0,0,0,0,0,0,0,0,3.61
GWS,485,The Politics of Fashion,2,36,6,0,0,0,2,2,2,0,0,0,0,2,3.58
HDFS,101,Issues & Careers in HDFS,57,221,15,6,21,5,4,5,2,3,2,0,9,2,3.67
HDFS,105,Intro to Human Development,668,3692,222,107,893,35,32,191,13,3,42,2,24,12,3.69
HDFS,120,Intro to Family Studies,139,406,228,126,111,43,29,27,9,2,1,2,6,2,3.56
HDFS,199,Issues & Careers in HDFS,0,80,0,0,2,0,0,0,0,0,0,0,2,0,3.88
HDFS,206,Early Childhood Curriculum Dev,0,118,2,10,3,0,0,1,0,0,0,0,0,2,3.85
HDFS,208,Child Fam with Special Needs,8,263,4,4,5,1,1,2,0,0,0,0,3,0,3.9
HDFS,220,Families in Global Perspective,128,201,169,129,136,87,53,47,17,25,10,8,13,2,3.22
HDFS,225,Close Relationships,63,145,113,60,45,33,15,20,5,2,2,2,4,1,3.45
HDFS,261,Self-Help Group Dev & Process,5,8,16,8,5,1,0,2,0,0,2,0,2,0,3.29
HDFS,290,Intro to Research Methods,58,140,88,71,61,39,15,14,6,1,1,3,6,1,3.4
HDFS,301,Infancy & Early Childhood,1,104,97,65,70,37,28,33,6,12,8,9,3,3,3.09
HDFS,305,Middle Childhood,78,166,18,21,26,11,6,12,2,0,2,0,1,1,3.67
HDFS,310,Adult Development,2,15,5,6,1,2,0,0,0,0,0,0,0,0,3.7
HDFS,340,"Gender, Relationshps & Society",68,192,58,30,57,9,9,14,7,0,6,2,4,0,3.54
HDFS,401,Socialization and Development,88,173,34,19,67,6,1,16,1,0,5,0,4,1,3.59
HDFS,405,Adolescent Development,45,115,84,48,30,14,6,6,2,0,1,2,4,0,3.55
HDFS,408,Hospitalized Children,0,93,0,0,6,0,0,2,0,0,6,0,0,0,3.74
HDFS,420,Family Diversity in the U.S.,0,78,39,15,8,3,0,1,1,0,0,0,0,2,3.68
HDFS,425,Critical Family Transitions,104,131,43,15,20,6,10,4,5,2,3,2,4,2,3.62
HDFS,426,Family Conflict Management,30,39,46,31,30,18,13,9,7,3,3,0,5,2,3.19
HDFS,494,STRONG Kids Program,0,38,0,0,8,0,0,2,0,0,0,0,0,0,3.75
HIST,100,Global History,184,679,322,234,300,139,95,106,35,20,23,10,36,9,3.3
HIST,101,History Now!,3,25,24,10,21,0,3,0,0,0,0,0,2,0,3.45
HIST,102,Reacting to the Past,3,20,12,9,8,7,3,1,1,0,3,0,1,0,3.27
HIST,104,Black Music,0,15,19,11,16,2,2,0,0,0,0,0,2,0,3.35
HIST,105,Latin America to Independence,0,66,55,57,41,18,17,7,4,1,3,0,4,0,3.26
HIST,106,Modern Latin America,10,41,42,39,62,21,14,7,2,1,0,1,9,2,3.12
HIST,110,History of Africa,9,60,98,82,56,30,18,4,4,1,2,0,2,0,3.32
HIST,120,East Asian Civilizations,114,377,210,157,158,84,52,64,41,19,19,10,43,1,3.21
HIST,130,History of South Asia,5,53,59,52,29,9,4,2,0,0,1,0,2,1,3.44
HIST,135,History of Islamic Middle East,0,17,21,25,20,22,2,7,3,0,0,0,1,0,3.14
HIST,141,Western Civ to 1660,21,191,134,156,216,86,74,67,42,11,16,3,27,5,3.0
HIST,142,Western Civ Since 1660,27,137,96,97,94,55,24,22,15,3,5,0,14,0,3.22
HIST,164,The Automobile,0,116,26,10,8,8,0,0,0,0,0,0,1,0,3.78
HIST,171,US Hist to 1877,11,107,175,177,186,68,27,19,11,3,11,6,11,4,3.16
HIST,172,US Hist Since 1877,40,316,318,298,322,137,70,69,23,9,13,6,15,4,3.22
HIST,200,Intro Hist Interpretation,11,97,77,45,44,16,7,10,1,1,0,0,11,2,3.35
HIST,202,American Environmental History,8,20,16,22,15,15,5,9,1,0,3,1,4,1,3.03
HIST,205,Hist Latin America Thru Texts,1,4,8,0,5,2,4,2,0,0,0,0,0,0,3.19
HIST,211,History of Southern Africa,13,47,24,14,18,4,4,4,0,0,1,0,0,1,3.52
HIST,212,History of Eastern Africa,2,14,4,10,14,5,1,4,0,1,0,2,6,0,2.86
HIST,220,Traditional China,2,37,36,37,39,25,35,10,4,5,0,1,10,11,2.82
HIST,221,Modern China,29,68,90,62,49,20,10,2,1,1,0,1,1,3,3.43
HIST,222,Chinese Thght Confucius to Mao,0,6,12,20,21,11,6,8,4,3,1,0,5,2,2.71
HIST,226,Premodern Japanese History,0,11,11,10,10,4,1,0,1,0,0,0,1,1,3.25
HIST,227,Modern Japanese History,3,26,22,21,27,17,16,5,6,2,0,0,5,2,2.98
HIST,241,History of Ancient Rome,0,341,0,263,130,0,37,24,0,6,2,0,6,0,3.43
HIST,245,Women & Gender Pre-Mod Europe,9,23,42,31,28,21,12,7,4,1,5,0,7,1,3.04
HIST,247,Medieval Europe,5,10,6,15,17,8,5,5,2,1,1,2,10,2,2.62
HIST,251,Warfare Milit Insts & Soc,18,12,49,67,90,73,61,43,11,6,2,0,10,4,2.79
HIST,252,The Holocaust,4,55,69,53,61,23,9,4,2,1,0,0,4,1,3.3
HIST,253,Enlightenment to Existentialsm,10,51,50,7,7,6,1,4,0,0,0,0,0,2,3.61
HIST,255,British Isles to 1688,4,36,43,43,43,25,23,15,1,5,2,1,21,3,2.84
HIST,256,Britain and World Since 1688,0,28,15,21,20,5,12,4,3,2,2,0,2,0,3.12
HIST,256,Great Britain Since 1688,0,9,12,14,13,5,8,7,2,1,0,0,6,0,2.81
HIST,258,20thC World to Midcentury,10,37,35,40,52,33,18,14,7,4,3,4,12,0,2.92
